node;filiere1;filiere2;filiere3;trajectoire;date;capacite;date_BP_num
fr;nuclear;nucléaire;nuclear_epr;ampere;2031;1650;2030
fr;thermal;fioul;heavy_oil_old_1;ampere;2031;0;2030
fr;thermal;charbon;hard_coal_old_1;ampere;2031;0;2030
fr;thermal;gaz;gas_ccgt_new;ampere;2031;5879,2;2030
fr;thermal;gaz;gas_ccgt_new_dk6;ampere;2031;808;2030
fr;thermal;fioul;light_oil;ampere;2031;990;2030
fr;thermal;gaz;gas_ocgt_new;ampere;2031;445,7;2030
fr;thermal;gaz;gas_ocgt_old;ampere;2031;203,3;2030
fr;thermal;gaz;gas_pcomp_mid;hertz;2031;500;2030
fr;thermal;gaz;gas_pcomp_peak;hertz;2031;8000;2030
fr;thermal;effacement;dsr_short;hertz;2031;3000;2030
fr;thermal;effacement;dsr_long;hertz;2031;3000;2030
fr;thermal;gaz;gas_cogen;hertz;2031;4351;2030
fr;thermal;gaz;gas_other;hertz;2031;184;2030
fr;thermal;fioul;oil_cogen;hertz;2031;458;2030
fr;thermal;fioul;oil_other;hertz;2031;500;2030
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;hertz;2031;9050;2030
fr;nuclear;nucléaire;nuclear_n4;hertz;2031;5990;2030
fr;nuclear;nucléaire;nuclear_p4;hertz;2031;22410;2030
fr;nuclear;nucléaire;nuclear_epr;hertz;2031;1650;2030
fr;thermal;fioul;heavy_oil_old_1;hertz;2031;0;2030
fr;thermal;charbon;hard_coal_old_1;hertz;2031;0;2030
fr;thermal;gaz;gas_ccgt_new;hertz;2031;5879,2;2030
fr;thermal;gaz;gas_ccgt_new_dk6;hertz;2031;808;2030
fr;thermal;fioul;light_oil;hertz;2031;990;2030
fr;thermal;gaz;gas_ocgt_new;hertz;2031;445,7;2030
fr;thermal;gaz;gas_ocgt_old;hertz;2031;203,3;2030
fr;thermal;gaz;gas_pcomp_mid;volt;2031;0;2030
fr;thermal;gaz;gas_pcomp_peak;volt;2031;0;2030
fr;thermal;effacement;dsr_short;volt;2031;1655;2030
fr;thermal;effacement;dsr_long;volt;2031;845;2030
fr;thermal;gaz;gas_cogen;volt;2031;1551;2030
fr;thermal;gaz;gas_other;volt;2031;184;2030
fr;thermal;fioul;oil_cogen;volt;2031;458;2030
fr;thermal;fioul;oil_other;volt;2031;500;2030
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;volt;2031;23585;2030
fr;nuclear;nucléaire;nuclear_n4;volt;2031;5990;2030
fr;nuclear;nucléaire;nuclear_p4;volt;2031;26370;2030
fr;nuclear;nucléaire;nuclear_epr;volt;2031;1650;2030
fr;thermal;fioul;heavy_oil_old_1;volt;2031;0;2030
fr;thermal;charbon;hard_coal_old_1;volt;2031;0;2030
fr;thermal;gaz;gas_ccgt_new;volt;2031;5879,2;2030
fr;thermal;gaz;gas_ccgt_new_dk6;volt;2031;808;2030
fr;thermal;fioul;light_oil;volt;2031;990;2030
fr;thermal;gaz;gas_ocgt_new;volt;2031;445,7;2030
fr;thermal;gaz;gas_ocgt_old;volt;2031;203,3;2030
fr;thermal;gaz;gas_pcomp_mid;watt;2031;1500;2030
fr;thermal;gaz;gas_pcomp_peak;watt;2031;10000;2030
fr;thermal;effacement;dsr_short;watt;2031;3000;2030
fr;thermal;effacement;dsr_long;watt;2031;3000;2030
fr;thermal;gaz;gas_cogen;watt;2031;4351;2030
fr;thermal;gaz;gas_other;watt;2031;184;2030
fr;thermal;fioul;oil_cogen;watt;2031;458;2030
fr;thermal;fioul;oil_other;watt;2031;500;2030
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;watt;2031;905;2030
fr;nuclear;nucléaire;nuclear_n4;watt;2031;5990;2030
fr;nuclear;nucléaire;nuclear_p4;watt;2031;10520;2030
fr;nuclear;nucléaire;nuclear_epr;watt;2031;1650;2030
fr;thermal;fioul;heavy_oil_old_1;watt;2031;0;2030
fr;thermal;charbon;hard_coal_old_1;watt;2031;1740;2030
fr;thermal;gaz;gas_ccgt_new;watt;2031;5879,2;2030
fr;thermal;gaz;gas_ccgt_new_dk6;watt;2031;808;2030
fr;thermal;fioul;light_oil;watt;2031;990;2030
fr;thermal;gaz;gas_ocgt_new;watt;2031;445,7;2030
fr;thermal;gaz;gas_ocgt_old;watt;2031;203,3;2030
fr;thermal;gaz;gas_pcomp_mid;ampere;2036;0;2035
fr;thermal;gaz;gas_pcomp_peak;ampere;2036;0;2035
fr;thermal;effacement;dsr_short;ampere;2036;1655;2035
fr;thermal;effacement;dsr_long;ampere;2036;845;2035
fr;thermal;gaz;gas_cogen;ampere;2036;4351;2035
fr;thermal;gaz;gas_other;ampere;2036;184;2035
fr;thermal;fioul;oil_cogen;ampere;2036;458;2035
fr;thermal;fioul;oil_other;ampere;2036;500;2035
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;ampere;2036;14505;2035
fr;nuclear;nucléaire;nuclear_n4;ampere;2036;5990;2035
fr;nuclear;nucléaire;nuclear_p4;ampere;2036;26370;2035
fr;nuclear;nucléaire;nuclear_epr;ampere;2036;1650;2035
fr;thermal;fioul;heavy_oil_old_1;ampere;2036;0;2035
fr;thermal;charbon;hard_coal_old_1;ampere;2036;0;2035
fr;thermal;gaz;gas_ccgt_new;ampere;2036;5013,2;2035
fr;thermal;gaz;gas_ccgt_new_dk6;ampere;2036;808;2035
fr;thermal;fioul;light_oil;ampere;2036;990;2035
fr;thermal;gaz;gas_ocgt_new;ampere;2036;445,7;2035
fr;thermal;gaz;gas_ocgt_old;ampere;2036;0;2035
fr;thermal;gaz;gas_pcomp_mid;hertz;2036;1000;2035
fr;thermal;gaz;gas_pcomp_peak;hertz;2036;8000;2035
fr;thermal;effacement;dsr_short;hertz;2036;3000;2035
fr;thermal;effacement;dsr_long;hertz;2036;3000;2035
fr;thermal;gaz;gas_cogen;hertz;2036;4351;2035
fr;thermal;gaz;gas_other;hertz;2036;184;2035
fr;thermal;fioul;oil_cogen;hertz;2036;0;2035
fr;thermal;fioul;oil_other;hertz;2036;500;2035
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;hertz;2036;9050;2035
fr;nuclear;nucléaire;nuclear_n4;hertz;2036;5990;2035
fr;nuclear;nucléaire;nuclear_p4;hertz;2036;22410;2035
fr;nuclear;nucléaire;nuclear_epr;hertz;2036;1650;2035
fr;thermal;fioul;heavy_oil_old_1;hertz;2036;0;2035
fr;thermal;charbon;hard_coal_old_1;hertz;2036;0;2035
fr;thermal;gaz;gas_ccgt_new;hertz;2036;5879,2;2035
fr;thermal;gaz;gas_ccgt_new_dk6;hertz;2036;808;2035
fr;thermal;fioul;light_oil;hertz;2036;990;2035
fr;thermal;gaz;gas_ocgt_new;hertz;2036;445,7;2035
fr;thermal;gaz;gas_ocgt_old;hertz;2036;0;2035
fr;thermal;gaz;gas_pcomp_mid;volt;2036;0;2035
fr;thermal;gaz;gas_pcomp_peak;volt;2036;0;2035
fr;thermal;effacement;dsr_short;volt;2036;1655;2035
fr;thermal;effacement;dsr_long;volt;2036;845;2035
fr;thermal;gaz;gas_cogen;volt;2036;1151;2035
fr;thermal;gaz;gas_other;volt;2036;184;2035
fr;thermal;fioul;oil_cogen;volt;2036;0;2035
fr;thermal;fioul;oil_other;volt;2036;500;2035
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;volt;2036;20885;2035
fr;nuclear;nucléaire;nuclear_n4;volt;2036;5990;2035
fr;nuclear;nucléaire;nuclear_p4;volt;2036;26370;2035
fr;nuclear;nucléaire;nuclear_epr;volt;2036;1650;2035
fr;thermal;fioul;heavy_oil_old_1;volt;2036;0;2035
fr;thermal;charbon;hard_coal_old_1;volt;2036;0;2035
fr;thermal;gaz;gas_ccgt_new;volt;2036;5879,2;2035
fr;thermal;gaz;gas_ccgt_new_dk6;volt;2036;808;2035
fr;thermal;fioul;light_oil;volt;2036;990;2035
fr;thermal;gaz;gas_ocgt_new;volt;2036;445,7;2035
fr;thermal;gaz;gas_ocgt_old;volt;2036;0;2035
fr;thermal;gaz;gas_pcomp_mid;watt;2036;5800;2035
fr;thermal;gaz;gas_pcomp_peak;watt;2036;10000;2035
fr;thermal;effacement;dsr_short;watt;2036;3000;2035
fr;thermal;effacement;dsr_long;watt;2036;3000;2035
fr;thermal;gaz;gas_cogen;watt;2036;4351;2035
fr;thermal;gaz;gas_other;watt;2036;184;2035
fr;thermal;fioul;oil_cogen;watt;2036;458;2035
fr;thermal;fioul;oil_other;watt;2036;500;2035
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;watt;2036;0;2035
fr;nuclear;nucléaire;nuclear_n4;watt;2036;5990;2035
fr;nuclear;nucléaire;nuclear_p4;watt;2036;0;2035
fr;nuclear;nucléaire;nuclear_epr;watt;2036;1650;2035
fr;thermal;fioul;heavy_oil_old_1;watt;2036;0;2035
fr;thermal;charbon;hard_coal_old_1;watt;2036;0;2035
fr;thermal;gaz;gas_ccgt_new;watt;2036;5013,2;2035
fr;thermal;gaz;gas_ccgt_new_dk6;watt;2036;808;2035
fr;thermal;fioul;light_oil;watt;2036;990;2035
fr;thermal;gaz;gas_ocgt_new;watt;2036;445,7;2035
fr;thermal;gaz;gas_ocgt_old;watt;2036;0;2035
fr;thermal;gaz;gas_pcomp_mid;ohm;2026;8000;2025
fr;thermal;gaz;gas_pcomp_peak;ohm;2026;3000;2025
fr;thermal;effacement;dsr_short;ohm;2026;1655;2025
fr;thermal;effacement;dsr_long;ohm;2026;;2025
fr;thermal;gaz;gas_cogen;ohm;2026;4351;2025
fr;thermal;gaz;gas_other;ohm;2026;184;2025
fr;thermal;fioul;oil_cogen;ohm;2026;458;2025
fr;thermal;fioul;oil_other;ohm;2026;500;2025
fr;nuclear;nucléaire;nuclear_cp0_cp_cp2;ohm;2026;7280;2025
fr;nuclear;nucléaire;nuclear_n4;ohm;2026;5990;2025
fr;nuclear;nucléaire;nuclear_p4;ohm;2026;26370;2025
fr;nuclear;nucléaire;nuclear_epr;ohm;2026;1650;2025
fr;thermal;fioul;heavy_oil_old_1;ohm;2026;0;2025
fr;thermal;charbon;hard_coal_old_1;ohm;2026;2340;2025
fr;thermal;gaz;gas_ccgt_new;ohm;2026;5879,2;2025
fr;thermal;gaz;gas_ccgt_new_dk6;ohm;2026;808;2025
fr;thermal;fioul;light_oil;ohm;2026;990;2025
fr;thermal;gaz;gas_ocgt_new;ohm;2026;445,7;2025
fr;thermal;gaz;gas_ocgt_old;ohm;2026;203,3;2025
